Year,Jury.or.Televoting,From.country,To.country,Points
2018,T,Azerbaijan,Cyprus,10
2018,T,Azerbaijan,Czech Republic,6
2018,T,Azerbaijan,Denmark,0
2018,T,Azerbaijan,Estonia,0
2018,T,Azerbaijan,Finland,0
2018,T,Azerbaijan,France,0
2018,T,Azerbaijan,Germany,3
2018,T,Azerbaijan,Hungary,0
2018,T,Azerbaijan,Ireland,0
2018,T,Azerbaijan,Israel,12
2018,T,Azerbaijan,Italy,5
2018,T,Azerbaijan,Lithuania,0
2018,T,Azerbaijan,Moldova,4
2018,T,Azerbaijan,Norway,7
2018,T,Azerbaijan,Portugal,0
2018,T,Azerbaijan,Serbia,0
2018,T,Azerbaijan,Slovenia,0
2018,T,Azerbaijan,Spain,0
2018,T,Azerbaijan,Sweden,2
2018,T,Azerbaijan,The Netherlands,0
2018,T,Azerbaijan,Ukraine,8
2018,T,Azerbaijan,United Kingdom,0
2018,T,Belarus,Albania,0
2018,T,Belarus,Australia,0
2018,T,Belarus,Austria,0
2018,T,Belarus,Bulgaria,1
2018,T,Belarus,Cyprus,3
2018,T,Belarus,Czech Republic,5
2018,T,Belarus,Denmark,7
2018,T,Belarus,Estonia,0
2018,T,Belarus,Finland,0
2018,T,Belarus,France,0
2018,T,Belarus,Germany,0
2018,T,Belarus,Hungary,2
2018,T,Belarus,Ireland,0
2018,T,Belarus,Israel,8
2018,T,Belarus,Italy,4
2018,T,Belarus,Lithuania,0
2018,T,Belarus,Moldova,6
2018,T,Belarus,Norway,10
2018,T,Belarus,Portugal,0
2018,T,Belarus,Serbia,0
2018,T,Belarus,Slovenia,0
2018,T,Belarus,Spain,0
2018,T,Belarus,Sweden,0
2018,T,Belarus,The Netherlands,0
2018,T,Belarus,Ukraine,12
2018,T,Belarus,United Kingdom,0
2018,T,Belgium,Albania,0
2018,T,Belgium,Australia,0
2018,T,Belgium,Austria,3
2018,T,Belgium,Bulgaria,0
2018,T,Belgium,Cyprus,7
2018,T,Belgium,Czech Republic,1
2018,T,Belgium,Denmark,5
2018,T,Belgium,Estonia,0
2018,T,Belgium,Finland,0
2018,T,Belgium,France,8
2018,T,Belgium,Germany,2
2018,T,Belgium,Hungary,0
2018,T,Belgium,Ireland,4
2018,T,Belgium,Israel,10
2018,T,Belgium,Italy,6
2018,T,Belgium,Lithuania,0
2018,T,Belgium,Moldova,0
2018,T,Belgium,Norway,0
2018,T,Belgium,Portugal,0
2018,T,Belgium,Serbia,0
2018,T,Belgium,Slovenia,0
2018,T,Belgium,Spain,0
2018,T,Belgium,Sweden,0
2018,T,Belgium,The Netherlands,12
2018,T,Belgium,Ukraine,0
2018,T,Belgium,United Kingdom,0
2018,T,Bulgaria,Albania,0
2018,T,Bulgaria,Australia,0
2018,T,Bulgaria,Austria,4
2018,T,Bulgaria,Cyprus,12
2018,T,Bulgaria,Czech Republic,3
2018,T,Bulgaria,Denmark,0
2018,T,Bulgaria,Estonia,2
2018,T,Bulgaria,Finland,0
2018,T,Bulgaria,France,0
2018,T,Bulgaria,Germany,0
2018,T,Bulgaria,Hungary,5
2018,T,Bulgaria,Ireland,0
2018,T,Bulgaria,Israel,10
2018,T,Bulgaria,Italy,6
2018,T,Bulgaria,Lithuania,0
2018,T,Bulgaria,Moldova,8
2018,T,Bulgaria,Norway,0
2018,T,Bulgaria,Portugal,0
2018,T,Bulgaria,Serbia,7
2018,T,Bulgaria,Slovenia,0
2018,T,Bulgaria,Spain,0
2018,T,Bulgaria,Sweden,0
2018,T,Bulgaria,The Netherlands,0
2018,T,Bulgaria,Ukraine,1
2018,T,Bulgaria,United Kingdom,0
2018,T,Croatia,Albania,4
2018,T,Croatia,Australia,0
2018,T,Croatia,Austria,0
2018,T,Croatia,Bulgaria,1
2018,T,Croatia,Cyprus,8
2018,T,Croatia,Czech Republic,5
2018,T,Croatia,Denmark,2
2018,T,Croatia,Estonia,0
2018,T,Croatia,Finland,0
2018,T,Croatia,France,0
2018,T,Croatia,Germany,3
2018,T,Croatia,Hungary,0
2018,T,Croatia,Ireland,0
2018,T,Croatia,Israel,6
2018,T,Croatia,Italy,10
2018,T,Croatia,Lithuania,0
2018,T,Croatia,Moldova,0
2018,T,Croatia,Norway,0
2018,T,Croatia,Portugal,0
2018,T,Croatia,Serbia,12
2018,T,Croatia,Slovenia,7
2018,T,Croatia,Spain,0
2018,T,Croatia,Sweden,0
2018,T,Croatia,The Netherlands,0
2018,T,Croatia,Ukraine,0
2018,T,Croatia,United Kingdom,0
2018,T,Cyprus,Albania,0
2018,T,Cyprus,Australia,0
2018,T,Cyprus,Austria,0
2018,T,Cyprus,Bulgaria,12
2018,T,Cyprus,Czech Republic,8
2018,T,Cyprus,Denmark,0
2018,T,Cyprus,Estonia,4
2018,T,Cyprus,Finland,0
2018,T,Cyprus,France,1
2018,T,Cyprus,Germany,3
2018,T,Cyprus,Hungary,0
2018,T,Cyprus,Ireland,0
2018,T,Cyprus,Israel,10
2018,T,Cyprus,Italy,7
2018,T,Cyprus,Lithuania,6
2018,T,Cyprus,Moldova,0
2018,T,Cyprus,Norway,5
2018,T,Cyprus,Portugal,0
2018,T,Cyprus,Serbia,0
2018,T,Cyprus,Slovenia,0
2018,T,Cyprus,Spain,0
2018,T,Cyprus,Sweden,0
2018,T,Cyprus,The Netherlands,0
2018,T,Cyprus,Ukraine,2
2018,T,Cyprus,United Kingdom,0
2018,T,Czech Republic,Albania,0
2018,T,Czech Republic,Australia,0
2018,T,Czech Republic,Austria,0
2018,T,Czech Republic,Bulgaria,1
2018,T,Czech Republic,Cyprus,8
2018,T,Czech Republic,Denmark,7
2018,T,Czech Republic,Estonia,5
2018,T,Czech Republic,Finland,0
2018,T,Czech Republic,France,0
2018,T,Czech Republic,Germany,3
2018,T,Czech Republic,Hungary,0
2018,T,Czech Republic,Ireland,4
2018,T,Czech Republic,Israel,10
2018,T,Czech Republic,Italy,2
2018,T,Czech Republic,Lithuania,0
2018,T,Czech Republic,Moldova,6
2018,T,Czech Republic,Norway,0
2018,T,Czech Republic,Portugal,0
2018,T,Czech Republic,Serbia,0
2018,T,Czech Republic,Slovenia,0
2018,T,Czech Republic,Spain,0
2018,T,Czech Republic,Sweden,0
2018,T,Czech Republic,The Netherlands,0
2018,T,Czech Republic,Ukraine,12
2018,T,Czech Republic,United Kingdom,0
2018,T,Denmark,Albania,0
2018,T,Denmark,Australia,2
2018,T,Denmark,Austria,10
2018,T,Denmark,Bulgaria,0
2018,T,Denmark,Cyprus,1
2018,T,Denmark,Czech Republic,6
2018,T,Denmark,Estonia,0
2018,T,Denmark,Finland,0
2018,T,Denmark,France,0
2018,T,Denmark,Germany,12
2018,T,Denmark,Hungary,0
2018,T,Denmark,Ireland,4
2018,T,Denmark,Israel,0
2018,T,Denmark,Italy,0
2018,T,Denmark,Lithuania,0
2018,T,Denmark,Moldova,0
2018,T,Denmark,Norway,8
2018,T,Denmark,Portugal,0
2018,T,Denmark,Serbia,0
2018,T,Denmark,Slovenia,0
2018,T,Denmark,Spain,0
2018,T,Denmark,Sweden,7
2018,T,Denmark,The Netherlands,5
2018,T,Denmark,Ukraine,0
2018,T,Denmark,United Kingdom,3
2018,T,Estonia,Albania,0
2018,T,Estonia,Australia,0
2018,T,Estonia,Austria,6
2018,T,Estonia,Bulgaria,0
2018,T,Estonia,Cyprus,4
2018,T,Estonia,Czech Republic,5
2018,T,Estonia,Denmark,8
2018,T,Estonia,Finland,10
2018,T,Estonia,France,0
2018,T,Estonia,Germany,0
2018,T,Estonia,Hungary,3
2018,T,Estonia,Ireland,0
2018,T,Estonia,Israel,0
2018,T,Estonia,Italy,7
2018,T,Estonia,Lithuania,12
2018,T,Estonia,Moldova,1
2018,T,Estonia,Norway,2
2018,T,Estonia,Portugal,0
2018,T,Estonia,Serbia,0
2018,T,Estonia,Slovenia,0
2018,T,Estonia,Spain,0
2018,T,Estonia,Sweden,0
2018,T,Estonia,The Netherlands,0
2018,T,Estonia,Ukraine,0
2018,T,Estonia,United Kingdom,0
2018,T,F.Y.R. Macedonia,Albania,12
2018,T,F.Y.R. Macedonia,Australia,0
2018,T,F.Y.R. Macedonia,Austria,0
2018,T,F.Y.R. Macedonia,Bulgaria,7
2018,T,F.Y.R. Macedonia,Cyprus,8
2018,T,F.Y.R. Macedonia,Czech Republic,5
2018,T,F.Y.R. Macedonia,Denmark,0
2018,T,F.Y.R. Macedonia,Estonia,0
2018,T,F.Y.R. Macedonia,Finland,0
2018,T,F.Y.R. Macedonia,France,0
2018,T,F.Y.R. Macedonia,Germany,0
2018,T,F.Y.R. Macedonia,Hungary,0
2018,T,F.Y.R. Macedonia,Ireland,0
2018,T,F.Y.R. Macedonia,Israel,3
2018,T,F.Y.R. Macedonia,Italy,6
2018,T,F.Y.R. Macedonia,Lithuania,0
2018,T,F.Y.R. Macedonia,Moldova,1
2018,T,F.Y.R. Macedonia,Norway,0
2018,T,F.Y.R. Macedonia,Portugal,0
2018,T,F.Y.R. Macedonia,Serbia,10
2018,T,F.Y.R. Macedonia,Slovenia,2
2018,T,F.Y.R. Macedonia,Spain,0
2018,T,F.Y.R. Macedonia,Sweden,0
2018,T,F.Y.R. Macedonia,The Netherlands,0
2018,T,F.Y.R. Macedonia,Ukraine,4
2018,T,F.Y.R. Macedonia,United Kingdom,0
2018,T,Finland,Albania,0
2018,T,Finland,Australia,0
2018,T,Finland,Austria,3
2018,T,Finland,Bulgaria,0
2018,T,Finland,Cyprus,1
2018,T,Finland,Czech Republic,5
2018,T,Finland,Denmark,10
2018,T,Finland,Estonia,12
2018,T,Finland,France,4
2018,T,Finland,Germany,0
2018,T,Finland,Hungary,8
2018,T,Finland,Ireland,0
2018,T,Finland,Israel,7
2018,T,Finland,Italy,6
2018,T,Finland,Lithuania,0
2018,T,Finland,Moldova,0
2018,T,Finland,Norway,0
2018,T,Finland,Portugal,0
2018,T,Finland,Serbia,0
2018,T,Finland,Slovenia,0
2018,T,Finland,Spain,0
2018,T,Finland,Sweden,0
2018,T,Finland,The Netherlands,2
2018,T,Finland,Ukraine,0
2018,T,Finland,United Kingdom,0
2018,T,France,Albania,0
2018,T,France,Australia,0
2018,T,France,Austria,0
2018,T,France,Bulgaria,0
2018,T,France,Cyprus,3
2018,T,France,Czech Republic,0
2018,T,France,Denmark,2
2018,T,France,Estonia,7
2018,T,France,Finland,0
2018,T,France,Germany,0
2018,T,France,Hungary,0
2018,T,France,Ireland,0
2018,T,France,Israel,12
2018,T,France,Italy,10
2018,T,France,Lithuania,0
2018,T,France,Moldova,6
2018,T,France,Norway,0
2018,T,France,Portugal,8
2018,T,France,Serbia,1
2018,T,France,Slovenia,0
2018,T,France,Spain,5
2018,T,France,Sweden,0
2018,T,France,The Netherlands,0
2018,T,France,Ukraine,4
2018,T,France,United Kingdom,0
2018,T,Georgia,Albania,0
2018,T,Georgia,Australia,0
2018,T,Georgia,Austria,1
2018,T,Georgia,Bulgaria,0
2018,T,Georgia,Cyprus,10
2018,T,Georgia,Czech Republic,0
2018,T,Georgia,Denmark,2
2018,T,Georgia,Estonia,6
2018,T,Georgia,Finland,0
2018,T,Georgia,France,4
2018,T,Georgia,Germany,0
2018,T,Georgia,Hungary,0
2018,T,Georgia,Ireland,0
2018,T,Georgia,Israel,12
2018,T,Georgia,Italy,5
2018,T,Georgia,Lithuania,7
2018,T,Georgia,Moldova,3
2018,T,Georgia,Norway,0
2018,T,Georgia,Portugal,0
2018,T,Georgia,Serbia,0
2018,T,Georgia,Slovenia,0
2018,T,Georgia,Spain,0
2018,T,Georgia,Sweden,0
2018,T,Georgia,The Netherlands,0
2018,T,Georgia,Ukraine,8
2018,T,Georgia,United Kingdom,0
2018,T,Germany,Albania,0
2018,T,Germany,Australia,0
2018,T,Germany,Austria,5
2018,T,Germany,Bulgaria,0
2018,T,Germany,Cyprus,6
2018,T,Germany,Czech Republic,8
2018,T,Germany,Denmark,3
2018,T,Germany,Estonia,0
2018,T,Germany,Finland,0
2018,T,Germany,France,0
2018,T,Germany,Hungary,2
2018,T,Germany,Ireland,7
2018,T,Germany,Israel,10
2018,T,Germany,Italy,12
2018,T,Germany,Lithuania,4
2018,T,Germany,Moldova,0
2018,T,Germany,Norway,0
2018,T,Germany,Portugal,0
2018,T,Germany,Serbia,0
2018,T,Germany,Slovenia,0
2018,T,Germany,Spain,0
2018,T,Germany,Sweden,0
2018,T,Germany,The Netherlands,0
2018,T,Germany,Ukraine,0
2018,T,Germany,United Kingdom,1
2018,T,Greece,Albania,10
2018,T,Greece,Australia,0
2018,T,Greece,Austria,0
2018,T,Greece,Bulgaria,5
2018,T,Greece,Cyprus,12
2018,T,Greece,Czech Republic,7
2018,T,Greece,Denmark,0
2018,T,Greece,Estonia,4
2018,T,Greece,Finland,0
2018,T,Greece,France,0
2018,T,Greece,Germany,2
2018,T,Greece,Hungary,0
2018,T,Greece,Ireland,0
2018,T,Greece,Israel,6
2018,T,Greece,Italy,8
2018,T,Greece,Lithuania,0
2018,T,Greece,Moldova,1
2018,T,Greece,Norway,3
2018,T,Greece,Portugal,0
2018,T,Greece,Serbia,0
2018,T,Greece,Slovenia,0
2018,T,Greece,Spain,0
2018,T,Greece,Sweden,0
2018,T,Greece,The Netherlands,0
2018,T,Greece,Ukraine,0
2018,T,Greece,United Kingdom,0
2018,T,Hungary,Albania,0
2018,T,Hungary,Australia,0
2018,T,Hungary,Austria,3
2018,T,Hungary,Bulgaria,0
2018,T,Hungary,Cyprus,7
2018,T,Hungary,Czech Republic,8
2018,T,Hungary,Denmark,12
2018,T,Hungary,Estonia,0
2018,T,Hungary,Finland,0
2018,T,Hungary,France,0
2018,T,Hungary,Germany,1
2018,T,Hungary,Ireland,0
2018,T,Hungary,Israel,10
2018,T,Hungary,Italy,6
2018,T,Hungary,Lithuania,0
2018,T,Hungary,Moldova,2
2018,T,Hungary,Norway,5
2018,T,Hungary,Portugal,0
2018,T,Hungary,Serbia,0
2018,T,Hungary,Slovenia,0
2018,T,Hungary,Spain,0
2018,T,Hungary,Sweden,0
2018,T,Hungary,The Netherlands,4
2018,T,Hungary,Ukraine,0
2018,T,Hungary,United Kingdom,0
2018,T,Iceland,Albania,0
2018,T,Iceland,Australia,0
2018,T,Iceland,Austria,5
2018,T,Iceland,Bulgaria,0
2018,T,Iceland,Cyprus,1
2018,T,Iceland,Czech Republic,10
2018,T,Iceland,Denmark,12
2018,T,Iceland,Estonia,0
2018,T,Iceland,Finland,3
2018,T,Iceland,France,6
2018,T,Iceland,Germany,8
2018,T,Iceland,Hungary,0
2018,T,Iceland,Ireland,0
2018,T,Iceland,Israel,7
2018,T,Iceland,Italy,0
2018,T,Iceland,Lithuania,0
2018,T,Iceland,Moldova,0
2018,T,Iceland,Norway,4
2018,T,Iceland,Portugal,0
2018,T,Iceland,Serbia,0
2018,T,Iceland,Slovenia,0
2018,T,Iceland,Spain,0
2018,T,Iceland,Sweden,2
2018,T,Iceland,The Netherlands,0
2018,T,Iceland,Ukraine,0
2018,T,Iceland,United Kingdom,0
2018,T,Ireland,Albania,0
2018,T,Ireland,Australia,0
2018,T,Ireland,Austria,0
2018,T,Ireland,Bulgaria,0
2018,T,Ireland,Cyprus,5
2018,T,Ireland,Czech Republic,7
2018,T,Ireland,Denmark,2
2018,T,Ireland,Estonia,4
2018,T,Ireland,Finland,0
2018,T,Ireland,France,0
2018,T,Ireland,Germany,8
2018,T,Ireland,Hungary,0
2018,T,Ireland,Israel,6
2018,T,Ireland,Italy,0
2018,T,Ireland,Lithuania,12
2018,T,Ireland,Moldova,1
2018,T,Ireland,Norway,0
2018,T,Ireland,Portugal,0
2018,T,Ireland,Serbia,0
2018,T,Ireland,Slovenia,0
2018,T,Ireland,Spain,0
2018,T,Ireland,Sweden,0
2018,T,Ireland,The Netherlands,3
2018,T,Ireland,Ukraine,0
2018,T,Ireland,United Kingdom,10
2018,T,Israel,Albania,0
2018,T,Israel,Australia,0
2018,T,Israel,Austria,1
2018,T,Israel,Bulgaria,0
2018,T,Israel,Cyprus,2
2018,T,Israel,Czech Republic,12
2018,T,Israel,Denmark,4
2018,T,Israel,Estonia,8
2018,T,Israel,Finland,0
2018,T,Israel,France,6
2018,T,Israel,Germany,3
2018,T,Israel,Hungary,0
2018,T,Israel,Ireland,0
2018,T,Israel,Italy,5
2018,T,Israel,Lithuania,0
2018,T,Israel,Moldova,10
2018,T,Israel,Norway,0
2018,T,Israel,Portugal,0
2018,T,Israel,Serbia,0
2018,T,Israel,Slovenia,0
2018,T,Israel,Spain,0
2018,T,Israel,Sweden,0
2018,T,Israel,The Netherlands,0
2018,T,Israel,Ukraine,7
2018,T,Israel,United Kingdom,0
2018,T,Italy,Albania,12
2018,T,Italy,Australia,0
2018,T,Italy,Austria,0
2018,T,Italy,Bulgaria,0
2018,T,Italy,Cyprus,5
2018,T,Italy,Czech Republic,0
2018,T,Italy,Denmark,4
2018,T,Italy,Estonia,6
2018,T,Italy,Finland,0
2018,T,Italy,France,0
2018,T,Italy,Germany,3
2018,T,Italy,Hungary,2
2018,T,Italy,Ireland,0
2018,T,Italy,Israel,7
2018,T,Italy,Lithuania,0
2018,T,Italy,Moldova,10
2018,T,Italy,Norway,0
2018,T,Italy,Portugal,0
2018,T,Italy,Serbia,1
2018,T,Italy,Slovenia,0
2018,T,Italy,Spain,0
2018,T,Italy,Sweden,0
2018,T,Italy,The Netherlands,0
2018,T,Italy,Ukraine,8
2018,T,Italy,United Kingdom,0
2018,T,Latvia,Albania,0
2018,T,Latvia,Australia,0
2018,T,Latvia,Austria,0
2018,T,Latvia,Bulgaria,0
2018,T,Latvia,Cyprus,1
2018,T,Latvia,Czech Republic,4
2018,T,Latvia,Denmark,5
2018,T,Latvia,Estonia,10
2018,T,Latvia,Finland,0
2018,T,Latvia,France,0
2018,T,Latvia,Germany,0
2018,T,Latvia,Hungary,0
2018,T,Latvia,Ireland,0
2018,T,Latvia,Israel,8
2018,T,Latvia,Italy,6
2018,T,Latvia,Lithuania,12
2018,T,Latvia,Moldova,7
2018,T,Latvia,Norway,2
2018,T,Latvia,Portugal,0
2018,T,Latvia,Serbia,0
2018,T,Latvia,Slovenia,0
2018,T,Latvia,Spain,0
2018,T,Latvia,Sweden,0
2018,T,Latvia,The Netherlands,0
2018,T,Latvia,Ukraine,3
2018,T,Latvia,United Kingdom,0
2018,T,Lithuania,Albania,0
2018,T,Lithuania,Australia,0
2018,T,Lithuania,Austria,3
2018,T,Lithuania,Bulgaria,0
2018,T,Lithuania,Cyprus,6
2018,T,Lithuania,Czech Republic,8
2018,T,Lithuania,Denmark,10
2018,T,Lithuania,Estonia,12
2018,T,Lithuania,Finland,0
2018,T,Lithuania,France,5
2018,T,Lithuania,Germany,2
2018,T,Lithuania,Hungary,0
2018,T,Lithuania,Ireland,0
2018,T,Lithuania,Israel,1
2018,T,Lithuania,Italy,7
2018,T,Lithuania,Moldova,0
2018,T,Lithuania,Norway,0
2018,T,Lithuania,Portugal,0
2018,T,Lithuania,Serbia,0
2018,T,Lithuania,Slovenia,0
2018,T,Lithuania,Spain,0
2018,T,Lithuania,Sweden,4
2018,T,Lithuania,The Netherlands,0
2018,T,Lithuania,Ukraine,0
2018,T,Lithuania,United Kingdom,0
2018,T,Malta,Albania,0
2018,T,Malta,Australia,6
2018,T,Malta,Austria,0
2018,T,Malta,Bulgaria,7
2018,T,Malta,Cyprus,10
2018,T,Malta,Czech Republic,3
2018,T,Malta,Denmark,2
2018,T,Malta,Estonia,0
2018,T,Malta,Finland,0
2018,T,Malta,France,0
2018,T,Malta,Germany,4
2018,T,Malta,Hungary,0
2018,T,Malta,Ireland,0
2018,T,Malta,Israel,8
2018,T,Malta,Italy,12
2018,T,Malta,Lithuania,5
2018,T,Malta,Moldova,0
2018,T,Malta,Norway,0
2018,T,Malta,Portugal,0
2018,T,Malta,Serbia,0
2018,T,Malta,Slovenia,0
2018,T,Malta,Spain,0
2018,T,Malta,Sweden,0
2018,T,Malta,The Netherlands,0
2018,T,Malta,Ukraine,0
2018,T,Malta,United Kingdom,1
2018,T,Moldova,Albania,0
2018,T,Moldova,Australia,0
2018,T,Moldova,Austria,0
2018,T,Moldova,Bulgaria,3
2018,T,Moldova,Cyprus,7
2018,T,Moldova,Czech Republic,6
2018,T,Moldova,Denmark,0
2018,T,Moldova,Estonia,1
2018,T,Moldova,Finland,0
2018,T,Moldova,France,0
2018,T,Moldova,Germany,4
2018,T,Moldova,Hungary,2
2018,T,Moldova,Ireland,0
2018,T,Moldova,Israel,12
2018,T,Moldova,Italy,8
2018,T,Moldova,Lithuania,0
2018,T,Moldova,Norway,5
2018,T,Moldova,Portugal,0
2018,T,Moldova,Serbia,0
2018,T,Moldova,Slovenia,0
2018,T,Moldova,Spain,0
2018,T,Moldova,Sweden,0
2018,T,Moldova,The Netherlands,0
2018,T,Moldova,Ukraine,10
2018,T,Moldova,United Kingdom,0
2018,T,Montenegro,Albania,10
2018,T,Montenegro,Australia,0
2018,T,Montenegro,Austria,0
2018,T,Montenegro,Bulgaria,4
2018,T,Montenegro,Cyprus,5
2018,T,Montenegro,Czech Republic,0
2018,T,Montenegro,Denmark,0
2018,T,Montenegro,Estonia,0
2018,T,Montenegro,Finland,0
2018,T,Montenegro,France,0
2018,T,Montenegro,Germany,0
2018,T,Montenegro,Hungary,3
2018,T,Montenegro,Ireland,0
2018,T,Montenegro,Israel,1
2018,T,Montenegro,Italy,8
2018,T,Montenegro,Lithuania,0
2018,T,Montenegro,Moldova,0
2018,T,Montenegro,Norway,0
2018,T,Montenegro,Portugal,0
2018,T,Montenegro,Serbia,12
2018,T,Montenegro,Slovenia,6
2018,T,Montenegro,Spain,0
2018,T,Montenegro,Sweden,2
2018,T,Montenegro,The Netherlands,0
2018,T,Montenegro,Ukraine,7
2018,T,Montenegro,United Kingdom,0
2018,T,Norway,Albania,0
2018,T,Norway,Australia,0
2018,T,Norway,Austria,8
2018,T,Norway,Bulgaria,0
2018,T,Norway,Cyprus,2
2018,T,Norway,Czech Republic,4
2018,T,Norway,Denmark,10
2018,T,Norway,Estonia,0
2018,T,Norway,Finland,0
2018,T,Norway,France,1
2018,T,Norway,Germany,6
2018,T,Norway,Hungary,0
2018,T,Norway,Ireland,0
2018,T,Norway,Israel,7
2018,T,Norway,Italy,0
2018,T,Norway,Lithuania,12
2018,T,Norway,Moldova,0
2018,T,Norway,Portugal,0
2018,T,Norway,Serbia,0
2018,T,Norway,Slovenia,0
2018,T,Norway,Spain,0
2018,T,Norway,Sweden,3
2018,T,Norway,The Netherlands,5
2018,T,Norway,Ukraine,0
2018,T,Norway,United Kingdom,0
2018,T,Poland,Albania,0
2018,T,Poland,Australia,0
2018,T,Poland,Austria,0
2018,T,Poland,Bulgaria,0
2018,T,Poland,Cyprus,8
2018,T,Poland,Czech Republic,4
2018,T,Poland,Denmark,6
2018,T,Poland,Estonia,0
2018,T,Poland,Finland,0
2018,T,Poland,France,3
2018,T,Poland,Germany,1
2018,T,Poland,Hungary,7
2018,T,Poland,Ireland,2
2018,T,Poland,Israel,10
2018,T,Poland,Italy,5
2018,T,Poland,Lithuania,0
2018,T,Poland,Moldova,0
2018,T,Poland,Norway,0
2018,T,Poland,Portugal,0
2018,T,Poland,Serbia,0
2018,T,Poland,Slovenia,0
2018,T,Poland,Spain,0
2018,T,Poland,Sweden,0
2018,T,Poland,The Netherlands,0
2018,T,Poland,Ukraine,12
2018,T,Poland,United Kingdom,0
2018,T,Portugal,Albania,0
2018,T,Portugal,Australia,0
2018,T,Portugal,Austria,0
2018,T,Portugal,Bulgaria,0
2018,T,Portugal,Cyprus,5
2018,T,Portugal,Czech Republic,0
2018,T,Portugal,Denmark,2
2018,T,Portugal,Estonia,7
2018,T,Portugal,Finland,0
2018,T,Portugal,France,0
2018,T,Portugal,Germany,8
2018,T,Portugal,Hungary,0
2018,T,Portugal,Ireland,3
2018,T,Portugal,Israel,1
2018,T,Portugal,Italy,10
2018,T,Portugal,Lithuania,0
2018,T,Portugal,Moldova,6
2018,T,Portugal,Norway,0
2018,T,Portugal,Serbia,0
2018,T,Portugal,Slovenia,0
2018,T,Portugal,Spain,12
2018,T,Portugal,Sweden,0
2018,T,Portugal,The Netherlands,0
2018,T,Portugal,Ukraine,4
2018,T,Portugal,United Kingdom,0
2018,T,Romania,Albania,0
2018,T,Romania,Australia,0
2018,T,Romania,Austria,0
2018,T,Romania,Bulgaria,5
2018,T,Romania,Cyprus,7
2018,T,Romania,Czech Republic,3
2018,T,Romania,Denmark,2
2018,T,Romania,Estonia,0
2018,T,Romania,Finland,0
2018,T,Romania,France,0
2018,T,Romania,Germany,4
2018,T,Romania,Hungary,10
2018,T,Romania,Ireland,1
2018,T,Romania,Israel,8
2018,T,Romania,Italy,6
2018,T,Romania,Lithuania,0
2018,T,Romania,Moldova,12
2018,T,Romania,Norway,0
2018,T,Romania,Portugal,0
2018,T,Romania,Serbia,0
2018,T,Romania,Slovenia,0
2018,T,Romania,Spain,0
2018,T,Romania,Sweden,0
2018,T,Romania,The Netherlands,0
2018,T,Romania,Ukraine,0
2018,T,Romania,United Kingdom,0
2018,T,Russia,Albania,0
2018,T,Russia,Australia,0
2018,T,Russia,Austria,0
2018,T,Russia,Bulgaria,0
2018,T,Russia,Cyprus,4
2018,T,Russia,Czech Republic,2
2018,T,Russia,Denmark,7
2018,T,Russia,Estonia,3
2018,T,Russia,Finland,0
2018,T,Russia,France,0
2018,T,Russia,Germany,0
2018,T,Russia,Hungary,0
2018,T,Russia,Ireland,0
2018,T,Russia,Israel,10
2018,T,Russia,Italy,6
2018,T,Russia,Lithuania,0
2018,T,Russia,Moldova,12
2018,T,Russia,Norway,5
2018,T,Russia,Portugal,0
2018,T,Russia,Serbia,0
2018,T,Russia,Slovenia,0
2018,T,Russia,Spain,0
2018,T,Russia,Sweden,1
2018,T,Russia,The Netherlands,0
2018,T,Russia,Ukraine,8
2018,T,Russia,United Kingdom,0
2018,T,San Marino,Albania,0
2018,T,San Marino,Australia,0
2018,T,San Marino,Austria,0
2018,T,San Marino,Bulgaria,0
2018,T,San Marino,Cyprus,7
2018,T,San Marino,Czech Republic,10
2018,T,San Marino,Denmark,6
2018,T,San Marino,Estonia,0
2018,T,San Marino,Finland,0
2018,T,San Marino,France,0
2018,T,San Marino,Germany,4
2018,T,San Marino,Hungary,0
2018,T,San Marino,Ireland,3
2018,T,San Marino,Israel,12
2018,T,San Marino,Italy,8
2018,T,San Marino,Lithuania,0
2018,T,San Marino,Moldova,2
2018,T,San Marino,Norway,0
2018,T,San Marino,Portugal,0
2018,T,San Marino,Serbia,0
2018,T,San Marino,Slovenia,0
2018,T,San Marino,Spain,0
2018,T,San Marino,Sweden,0
2018,T,San Marino,The Netherlands,0
2018,T,San Marino,Ukraine,5
2018,T,San Marino,United Kingdom,1
2018,T,Serbia,Albania,0
2018,T,Serbia,Australia,0
2018,T,Serbia,Austria,0
2018,T,Serbia,Bulgaria,2
2018,T,Serbia,Cyprus,10
2018,T,Serbia,Czech Republic,5
2018,T,Serbia,Denmark,4
2018,T,Serbia,Estonia,0
2018,T,Serbia,Finland,0
2018,T,Serbia,France,0
2018,T,Serbia,Germany,0
2018,T,Serbia,Hungary,12
2018,T,Serbia,Ireland,0
2018,T,Serbia,Israel,7
2018,T,Serbia,Italy,6
2018,T,Serbia,Lithuania,0
2018,T,Serbia,Moldova,1
2018,T,Serbia,Norway,3
2018,T,Serbia,Portugal,0
2018,T,Serbia,Slovenia,8
2018,T,Serbia,Spain,0
2018,T,Serbia,Sweden,0
2018,T,Serbia,The Netherlands,0
2018,T,Serbia,Ukraine,0
2018,T,Serbia,United Kingdom,0
2018,T,Slovenia,Albania,1
2018,T,Slovenia,Australia,0
2018,T,Slovenia,Austria,2
